question_id;question_id_individual;question_text;token_count;Conceptual Question Type;Functional Question Type;token_group
4773b8ee-d521-46b8-9ffb-f646e2ad0cc5;4773b8ee-d521-46b8-9ffb-f646e2ad0cc5__A;Gibt es ein GUTES Portal auf dem man eine Band finden kann ?;12;;;11-15
cb747469-48ac-4705-af10-f91e7ec7f99d;cb747469-48ac-4705-af10-f91e7ec7f99d__B;Gibt es in Berlin Tattoowierer die auch ab 16 stechen ?;10;;;5-10
4e1ab383-7189-4733-a6d9-6bef4a4b5029;4e1ab383-7189-4733-a6d9-6bef4a4b5029__C;Gibt es vielleicht etwas in der Hardware das empfindlich auf den NFC Chip reagiert ?;14;;;11-15
46e19cc8-5d60-43b9-bd44-aa1581031e63;46e19cc8-5d60-43b9-bd44-aa1581031e63__A;Gibt es was mit Salz das man ins Auto legt wenn man darin schläft , damit es nicht beschlägt ?;18;;;16-20
42357d73-90f1-465f-b79f-0dce8d00614c;42357d73-90f1-465f-b79f-0dce8d00614c__B;Glaubt ihr dass da was ist oder ist es nur harmlos ?;11;;;11-15
3646959a-4225-42f7-a108-e1a5e83030a8;3646959a-4225-42f7-a108-e1a5e83030a8__A;Gute intensive lesbian sex storys ?;5;;;5-10
7a551086-1872-44e0-91d1-25e79193d5d8;7a551086-1872-44e0-91d1-25e79193d5d8__B;Hab heute hinter einem A380 Wolkenbildung gesehen ( ähnlich wie wenn ein jet die Schallmauer durchbricht ) wie heißt das ?;17;;;16-20
727f18e6-3725-4912-9e40-be1939495ca9;727f18e6-3725-4912-9e40-be1939495ca9__B;Habe mir ausversehen die Draco im Shop gekauft kann ich was dagegen machen das ich meine Credit zurück bekomme ?;19;;;16-20
dd8708a2-c1a6-46e8-9dd7-74ea2de22c7e;dd8708a2-c1a6-46e8-9dd7-74ea2de22c7e__B;Habt ihr Ideen wie man von Freundschaft zur Liebe kommt ?;10;;;5-10
69e7158a-a6d6-4170-9654-1b27935d567e;69e7158a-a6d6-4170-9654-1b27935d567e__B;Hallo , Kann mir jemand eine Grafikkarte um 200-300€ empfehlen zum Zocken ?;12;;;11-15
8d7e79bc-f01c-47f5-a1d3-dd21984d5d28;8d7e79bc-f01c-47f5-a1d3-dd21984d5d28__B;Hallo , was ist der Unterschied zwischen den beiden Maschinen ?;9;;;5-10
d91d3723-3468-4e7f-8764-fcd84bb47dee;d91d3723-3468-4e7f-8764-fcd84bb47dee__B;Hallo , weiß hier jemand , ob die Testspiele des FC Bayern ( gegen D . C . United und Manchester City ) live übertragen werden ?;20;;;16-20
b7021bf8-aa62-4df5-ad0b-1d5c42418b2d;b7021bf8-aa62-4df5-ad0b-1d5c42418b2d__B;Hallo , weiß jemand aus erster Hand , in welchen Geschäften ( Supermärkte , Drogerien ) man Geld abheben kann mit einer VISA Debit Karte ?;20;;;16-20
e9286a0d-237e-4a57-858c-2726a5e5a89d;e9286a0d-237e-4a57-858c-2726a5e5a89d__B;Hallo Kann mir einer bei Aufgabe 7 helfen ?;8;;;5-10
c8ae1a8e-c776-438e-8406-f415b79f9c6b;c8ae1a8e-c776-438e-8406-f415b79f9c6b__A;Hallo Leute , ich habe da eine Frage und zwar : Was ist der Unterschied zwischen Projektabwicklung und Projektentwicklung ?;17;;;16-20
bdcdebcb-560c-403d-9fb5-ccc066569ed9;bdcdebcb-560c-403d-9fb5-ccc066569ed9__C;hat jemand ansonsten noch so Tipps für eine kastration ?;9;;;5-10
a5163fac-73d1-4f7c-8843-073b92f9a613;a5163fac-73d1-4f7c-8843-073b92f9a613__B;Hat jemand auch solche Erfahrungen gehabt , dass durch eine Coronainfektion sich die Tage verspätet oder gar ausgefallen ist ?;18;;;16-20
5dd77cfe-6a4a-4c94-9833-3c3227af732f;5dd77cfe-6a4a-4c94-9833-3c3227af732f__B;Hat jemand Tipps , damit ich nicht so krass Angst hab ?;10;;;5-10
f02b8f01-5c25-4971-a1b7-b4d88296bb98;f02b8f01-5c25-4971-a1b7-b4d88296bb98__B;Hey , kann mir jemand sagen woran ich erkenne , wann etwas aquatisiert ist ?;12;;;11-15
3cc02f8b-6dee-4026-97f1-7a8092ee00ee;3cc02f8b-6dee-4026-97f1-7a8092ee00ee__B;Hey kurze Frage . . . Weiß einer , wo man den Prozess zwischen Johnny und Amber live sehen kann ?;16;;;16-20
87e53a56-879b-4511-b58f-19e3b3091e2f;87e53a56-879b-4511-b58f-19e3b3091e2f__B;Heyy , wo kann ich gute oversized hoodies bestellen mit guter Qualität , aber nicht allzu teuer ?;15;;;11-15
52705013-05d9-4808-9a56-c245f6f2e055;52705013-05d9-4808-9a56-c245f6f2e055__B;Hi , ich frag mich immer was meine kaninchen machen wenn ich nicht da bin hat jemand eine idee ?;18;;;16-20
6992543f-563a-4948-9a6f-06dd0836d901;6992543f-563a-4948-9a6f-06dd0836d901__B;Hi , lohnt sich mining im Moment obwohl der ETH so niedrig ist ?;12;;;11-15
da38088e-5eec-4a0f-9ba6-6244024bb1d7;da38088e-5eec-4a0f-9ba6-6244024bb1d7__B;ich bin 23 Jahre alt und habe nicht wirklich einen starken Bartwuchs denkt ihr ich bekomme noch einen vollen Bart ?;20;;;16-20
6d9e0f48-25ff-4482-81e8-87b410194396;6d9e0f48-25ff-4482-81e8-87b410194396__C;ich hab anfangs 1 , 18 aber es muss doch unter 1 , 0 sein oder ?;14;;;11-15
d908ac94-157b-4de8-a519-1510635983ce;d908ac94-157b-4de8-a519-1510635983ce__A;Ich hab ein Schlafrytmuss was kann ich tun ?;8;;;5-10
5636b400-be8e-4a1b-b843-d2c3c14c967d;5636b400-be8e-4a1b-b843-d2c3c14c967d__C;Ich habe diese pflanze an einem baum gefunden ähnelt einen Pilz aber ist auf einen baum ?;16;;;16-20
00c562f6-fff7-412e-9a06-201227710621;00c562f6-fff7-412e-9a06-201227710621__B;Ich habe ein Präparat gekauft mit 10mcg Vitamn D ( Gibt es einen Unterschied zu Vitamin D3 ? );14;;;11-15
18d31877-8d4b-4c1d-a4a2-da4ee76e93de;18d31877-8d4b-4c1d-a4a2-da4ee76e93de__B;Ich habe gerade eine frage gestellt und jemand hat das wort desolat benutzt was bedeutet das ?;16;;;16-20
50e931c2-0ee4-4db1-806c-859bd229b81e;50e931c2-0ee4-4db1-806c-859bd229b81e__B;Ich habe jetzt Angst , was ist wenn die während OP sehen dass es nicht um Steißbeinfistel handelt ?;17;;;16-20
258baa31-e2e7-40e7-9dad-ba784690d27c;258baa31-e2e7-40e7-9dad-ba784690d27c__C;Ich habe sowas selbst in anderen EU-Ländern nicht erlebt , Frankreich , Italien , Niederlande , Spanien etc . Warum ist das in Deutschland so ?;19;;;16-20
7e653902-fe6d-4539-a6e1-69862ca3ec96;7e653902-fe6d-4539-a6e1-69862ca3ec96__A;Ich leide an paranoider Schizophrenie , Borderline und generalisierte Angststörung , ist mir noch zu helfen ?;14;;;11-15
03fe4b8a-3bc1-4cec-abac-6d5e8ca07d80;03fe4b8a-3bc1-4cec-abac-6d5e8ca07d80__B;Ich muss meistens schon um 5 Uhr auf die Arbeit fahren , habt ihr Tipps wie man sich morgens motivieren kann ?;20;;;16-20
9ebcaeb7-ad4a-4989-a434-cc1f676b613c;9ebcaeb7-ad4a-4989-a434-cc1f676b613c__B;Ich weiß , dass der Konflikt durch meinen Spruch angefangen hat , doch wie es jetzt geendet ( ? );15;;;11-15
db29fc2d-2342-43c1-9f90-58a12cc9b3f8;db29fc2d-2342-43c1-9f90-58a12cc9b3f8__B;Ich weiß im Moment ist keines von beiden so gut , aber wenn ihr euch entscheiden könntet , was würdet ihr wählen ?;20;;;16-20
4fb3e74e-6b75-4793-8783-ff3131460b58;4fb3e74e-6b75-4793-8783-ff3131460b58__B;Ich wollte bei legal Pyro . De bestellen weiß aber nicht ob das legal ist kann mit das jemand sagen ?;19;;;16-20
c7a432ae-acd4-421e-b5a3-0abb90d9a74e;c7a432ae-acd4-421e-b5a3-0abb90d9a74e__C;Ich würde halt gerne den gesamten September frei haben damit ich nicht unangenehm nochmal hin muss . . . Kann mir jemand helfen ?;20;;;16-20
acb67e7b-05b0-4d3b-a5b0-014092d5187a;acb67e7b-05b0-4d3b-a5b0-014092d5187a__B;Ist das ein klares plus in einer Beziehung oder kann das auf Dauer auch nerven und zu viel sein ?;19;;;16-20
5824f43d-c46c-4d06-b53a-6edcbe4f9d46;5824f43d-c46c-4d06-b53a-6edcbe4f9d46__B;Ist der Leistungskurs in BW aber auch schwerer als der Kurs in Mathe in Bayern , oder ist das genau gleich ?;20;;;16-20
d1e6d0ab-f9ba-41de-a23d-131bc1fceb08;d1e6d0ab-f9ba-41de-a23d-131bc1fceb08__A;Ist eine Anstiftung zu etwas eine Straftat ?;7;;;5-10
a7e4fff5-b232-481e-9449-824c361c32f7;a7e4fff5-b232-481e-9449-824c361c32f7__B;Ist es erlaubt dieses Noten in ein Programm wie musescore einzutippen , wenn es NUR für den privaten Gebrauch ist ?;19;;;16-20
1fb13128-df5b-42a4-9d4f-919e1bb598fe;1fb13128-df5b-42a4-9d4f-919e1bb598fe__B;Ist es normal dass ich seit Jahren Videospiele spiele aber trotzdem in jeden eigentlich schlecht bin ?;16;;;16-20
9ae1457a-c349-4515-ba98-dd52787bb30b;9ae1457a-c349-4515-ba98-dd52787bb30b__B;Ist es von der ihk aus möglich beides gleichzeitig zu machen oder ist rechtlich nur eins der Tätigkeiten zulässig ?;19;;;16-20
03421a2c-a0f1-4fa1-9863-fa872f9a8a63;03421a2c-a0f1-4fa1-9863-fa872f9a8a63__B;ist hier jemand , der für eine gewisse zeit bestimmte Dehnübungen gemacht hat und dauerhaft gewachsen ist ?;16;;;16-20
1d340923-b53d-4a1e-b67d-0153206c52ec;1d340923-b53d-4a1e-b67d-0153206c52ec__B;Kann ich als Fußballer normal CBD ÖL benutzten oder sollte ich des am Spieltag sein lassen ?;16;;;16-20
9eeeb4b8-5649-4233-8b8a-918a42d8bad8;9eeeb4b8-5649-4233-8b8a-918a42d8bad8__B;Kann ich auch abspritzen als Mann ohne den Schwanz anzufassen und nur mit der Benutzung eines Dildos / Sextoys ?;18;;;16-20
caf32491-c78f-43c8-a503-9ac745a5817a;caf32491-c78f-43c8-a503-9ac745a5817a__B;Kann ich den Film noch zu ende gucken , oder wird er um 12 Uhr heute ( 29_06 . ) gelöscht ?;16;;;16-20
e10fe7f4-86d2-4766-863c-9c43d9791d83;e10fe7f4-86d2-4766-863c-9c43d9791d83__C;Kann ich jetzt einfach einen Antrag stellen ?;7;;;5-10
2de5bb3f-929c-4c8e-ac09-920aa4197ac0;2de5bb3f-929c-4c8e-ac09-920aa4197ac0__B;kann ich mir eine Zahnbürste hinten hinein stecken oder lieber lassen ?;11;;;11-15
48458fa1-9f36-43f1-95ce-d5c1279ca402;48458fa1-9f36-43f1-95ce-d5c1279ca402__C;Kann ich vom Laden Ersatz verlangen weil es noch auf deren Parkplatz passiert ist ?;14;;;11-15
beb5c4a4-28f6-48dd-811b-1d3968793aaf;beb5c4a4-28f6-48dd-811b-1d3968793aaf__A;Kann man das essen oder muss man es entfernen ( Pilze ) ?;10;;;5-10
61372eae-6de2-480d-8455-cc34e64f83f4;61372eae-6de2-480d-8455-cc34e64f83f4__A;Kann man die untervermietete Wohnung abmelden ?;6;;;5-10
17b83daf-3703-4f41-ae6a-3dae53ef1444;17b83daf-3703-4f41-ae6a-3dae53ef1444__C;Kann man es überhaupt wie in meinem Beispiel machen , oder muss immer ein Tag dabeistehen ?;15;;;11-15
37f21704-0c63-491d-835c-5208e91ca4ae;37f21704-0c63-491d-835c-5208e91ca4ae__B;Kann mir da jemand sagen welches Anime das ist ?;9;;;5-10
2bbf6939-7ef9-41ce-a9b5-36440bff749c;2bbf6939-7ef9-41ce-a9b5-36440bff749c__D;Kann mir da vielleicht ein Mediziner oder ein Experte an sich weiterhelfen ?;12;;;11-15
48d4a170-6a6f-4a37-a388-fa093bf0f82b;48d4a170-6a6f-4a37-a388-fa093bf0f82b__B;Kann mir einer erklären wie ich meine facecam sehe während ich am spielen bin ?;14;;;11-15
6f649755-e4fd-41af-a9fb-aab97b7170c9;6f649755-e4fd-41af-a9fb-aab97b7170c9__A;Kann mir jemand die Gleichung auflösen ich komm nicht weiter ?;10;;;5-10
db37e5fd-6d7d-4054-9f26-5cd01a932f1d;db37e5fd-6d7d-4054-9f26-5cd01a932f1d__B;Kann mir jemand sagen wie zur Hölle Ich jetzt wieder an meine Konten kommen soll ?;15;;;11-15
0e40e743-2ba3-4b96-b579-366933319944;0e40e743-2ba3-4b96-b579-366933319944__B;kannst du andere Videos auch nicht anschauen ?;7;;;5-10
f38cf734-d47a-4c54-8b75-ba80a13f948e;f38cf734-d47a-4c54-8b75-ba80a13f948e__A;Kennt jemand Anime Charakter ( männlich ) die einen grauen Anzug tragen ( Für die Comic & Manga con ) ?;15;;;11-15
4aa76aa2-d76b-4763-aba4-44599ffe6fa5;4aa76aa2-d76b-4763-aba4-44599ffe6fa5__B;Kennt jemand ein schönes oder faszinierendes Zitat , welches ihr nennen wollt ?;11;;;11-15
5e758bad-ba8b-48b1-bc34-b8cd8cfcba7a;5e758bad-ba8b-48b1-bc34-b8cd8cfcba7a__B;Kennt jemand tipps oder hinweise woran diese plötzliche unglaubliche verschlechterung ausgehen könnte ?;12;;;11-15
44c628b1-d623-4d74-b691-a2aa7703a88b;44c628b1-d623-4d74-b691-a2aa7703a88b__B;Klar ist auf jeden Fall , dass es ein Quadrat sein muss , aber wieso muss der Pfeil nach rechts zeigen ?;19;;;16-20
872bd28d-3b2f-429a-95a1-917ca680cdf5;872bd28d-3b2f-429a-95a1-917ca680cdf5__C;Klar sehen die dann nicht 1 : 1 so aus - aber so grundlegend . . . Kennt ihr welche die funktionieren ?;17;;;16-20
6bf180fc-e518-4f07-b659-3242c3d2647b;6bf180fc-e518-4f07-b659-3242c3d2647b__A;Klett Physik S . 41 Nr . 2 ?;6;;;5-10
7017735c-f579-4e18-be0f-4e9f14c7fe78;7017735c-f579-4e18-be0f-4e9f14c7fe78__A;Kommt Masking auch bei Hochsensiblen vor , oder bezieht sich das ausschließlich auf Autisten ?;13;;;11-15
df914390-0174-4316-9cfd-83f03a98b3f4;df914390-0174-4316-9cfd-83f03a98b3f4__D;Können die mir die Tasche abnehmen und mich bestrafen , weil es ja Fake und somit illegal ist ?;17;;;16-20
582c2c1d-82f2-4641-9798-53aa7eae256f;582c2c1d-82f2-4641-9798-53aa7eae256f__B;Lange gesucht , aber nichts gefunden . . . Hält sich genannter Wirkstoff eher im Kopf oder im Stiel auf ?;16;;;16-20
b09c2b68-bd72-4899-b3b9-fedb79048619;b09c2b68-bd72-4899-b3b9-fedb79048619__C;Liegt es vllt daran , dass es ein älteres Modell ist ?;10;;;5-10
2041291d-535c-4283-806a-ed25d9e39fa7;2041291d-535c-4283-806a-ed25d9e39fa7__B;lohnt es sich noch zu schlafen ?;6;;;5-10
527a5faa-d1cf-4463-9b2d-4fe5f4f906b5;527a5faa-d1cf-4463-9b2d-4fe5f4f906b5__A;Mädels wie reagiert ihr als Mutter wenn euer Ehemann fragt ob er ins Puff darf ?;15;;;11-15
3d14a55c-d576-47a0-9f2a-88c4f905d270;3d14a55c-d576-47a0-9f2a-88c4f905d270__A;Mein Freund hat ein Haargummi von mir damit er an mich denkt ich will auch etwas von ihm , aber was ?;20;;;16-20
e42511c2-6270-4c8d-982d-0281454ca0ce;e42511c2-6270-4c8d-982d-0281454ca0ce__B;Mein Vater is jetzt 46 Und 1_82m aber vor ein paar Monate war er noch 1_80 wie geht das ?;18;;;16-20
4e146cdf-4275-4ad7-87f0-ce1dd5da2ecd;4e146cdf-4275-4ad7-87f0-ce1dd5da2ecd__B;Meine Frage lautet kann Mann die Daten davon löschen und wenn ja wie ?;13;;;11-15
b0461ad6-202a-4136-90fc-623bad82d699;b0461ad6-202a-4136-90fc-623bad82d699__B;Meine Mutter hat sich mit ihrem Freund getrennt wie kommt meine Mutter aus dem Mietvertrag raus ?;16;;;16-20
bd69715b-3f75-4ff0-9543-ce20517fb3c7;bd69715b-3f75-4ff0-9543-ce20517fb3c7__B;Meint ihr es ist noch zu früh um es ein bisschen zu kürzen ?;13;;;11-15
fbb6d670-da39-46ca-b8b6-446dd2c7ad35;fbb6d670-da39-46ca-b8b6-446dd2c7ad35__A;"Mit 40 als Mann die ersten paar kleinen weißen Haare , wie geht es nun weiter ; ( ?";15;;;11-15
da064559-d774-4c84-807c-761345b526b9;da064559-d774-4c84-807c-761345b526b9__A;Mögt ihr eure Cousins/Cousinen ?;5;;;5-10
0253dbdf-0171-462f-8286-6e6457b3a9cc;0253dbdf-0171-462f-8286-6e6457b3a9cc__A;Nintendo Switch online funktioniert nicht ?;5;;;5-10
2e07c07e-6130-4057-91ab-fff31c58150e;2e07c07e-6130-4057-91ab-fff31c58150e__B;Nun hilft DHL mir nicht weiter und ich möchte meine Sendungen haben sollte ich mir einen Anwalt nehmen ?;18;;;16-20
